Name,Team,IP,GB%,HR/FB,LD%,GB%,FB%,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,LD%,GB%,FB%,IFFB%,ERA-,FIP-,xFIP-,NameASCII,PlayerId,MLBAMID
"Todd Redmond","- - -",76.2,0.29017857,0.12173913,0.19642857,0.29017857,0.51339286,0.65729483,90.56097561,0.28343465,81.63709677,,,,,0.05927052,82.14102564,,,,,0.00679245,0.19642857,0.29017857,0.51339286,0.13043478,118.72173451880457,115.85134967917539,110.08300177309648,"Todd Redmond",9943,445170
"Jorge López","- - -",273,0.46781609,0.18613139,0.21724138,0.46781609,0.31494253,0.56415134,94.34257871,0.06172057,87.14383562,,,0.26421475,81.50320513,0.10991334,87.95384615,,,,,0.00169097,0.21724138,0.46781609,0.31494253,0.04379562,141.4910395334487,120.15705062611514,110.09711402495711,"Jorge Lopez",14527,605347
"Duane Below","DET",12.1,0.45833333,0.125,0.20833333,0.45833333,0.33333333,0.59241706,89.7983871,,,0.12796209,85.5,0.15165877,77.61290323,0.12796209,82.77777778,,,,,0.01860465,0.20833333,0.45833333,0.33333333,0.125,104.92613532806813,119.86766348594803,110.1041710463004,"Duane Below",3124,502102
"Scott Lewis","CLE",28.1,0.33333333,0.12765957,0.14444444,0.33333333,0.52222222,0.66947368,87.16828479,0.06736842,76.9375,,,0.07578947,72.71428571,0.18736842,77.97701149,,,,,0.00835073,0.14444444,0.33333333,0.52222222,0.14893617,80.60309113572157,125.09870142213144,110.1214756109773,"Scott Lewis",7322,460260
"Scott Olsen","- - -",516,0.38641686,0.11617647,0.21545667,0.38641686,0.39812646,0.62962963,88.89520035,0.21372192,80.95340282,0.00048573,87,,,0.15616272,82.15883306,,,,,0.02403789,0.21545667,0.38641686,0.39812646,0.08529412,121.67475857828666,118.10532990796808,110.14002173584541,"Scott Olsen",4529,435179
"Blaine Hardy","DET",67.2,0.43127962,0.10465116,0.16113744,0.43127962,0.40758294,0.33996212,87.545961,0.32575758,83.18604651,,,0.09375,75.17171717,0.2405303,79.36614173,,,,,,0.16113744,0.43127962,0.40758294,0.09302326,97.85951015497946,99.73243534354454,110.1753755341495,"Blaine Hardy",6499,543278
"Rodrigo Lopez","- - -",394.2,0.3993994,0.1302682,0.20870871,0.3993994,0.39189189,0.5306468,88.17012175,0.18980698,80.68044077,0.07602438,88.29885057,0.04351507,75.3625,0.16000677,82.75136911,,,,,0.0253665,0.20870871,0.3993994,0.39189189,0.09386973,109.34378027623667,123.24981811672266,110.20014736240788,"Rodrigo Lopez",150,150438
"Zach Thompson","- - -",166,0.44660194,0.13736264,0.2,0.44660194,0.35339806,0.36595126,92.24850895,,,0.34194252,86.83510638,0.18297563,77.17693837,0.10913059,85.60333333,,,,,0.00181818,0.2,0.44660194,0.35339806,0.12087912,107.59107932383611,116.37540114290029,110.26168174255787,"Zach Thompson",16094,605507
"Aaron Wilkerson","MIL",14.1,0.42857143,0.05882353,0.16666667,0.42857143,0.4047619,0.5437788,89.19491525,0.17511521,82.78378378,,,0.18894009,74.51219512,0.0921659,83.05,,,,,,0.16666667,0.42857143,0.4047619,0,88.37688367382401,82.15001629828988,110.29774651259285,"Aaron Wilkerson",16904,658792
"Luis Mendoza","- - -",296.1,0.49544073,0.10801394,0.21377913,0.49544073,0.29078014,0.68609299,91.78584672,0.02861351,81.52238806,,,0.20260888,81.47803347,0.08268462,82.78350515,,,,,0.00398072,0.21377913,0.49544073,0.29078014,0.08710801,118.33168883152483,110.9478492478124,110.3600303823679,"Luis Mendoza",3126,434669
"Chris Devenski","HOU",28.2,0.33707865,0.05555556,0.25842697,0.33707865,0.40449438,0.48472505,91.74369748,0.0712831,81.8,,,0.12423625,75.2295082,0.3197556,80.40764331,,,,,0.00203252,0.25842697,0.33707865,0.40449438,0.13888889,107.81241584619656,83.06065787178613,110.38994855110896,"Chris Devenski",12763,606965
"Glen Perkins","MIN",251,0.41870824,0.11142857,0.19153675,0.41870824,0.38975501,0.70484123,90.36842105,0.0991671,82.17897727,,,0.04476835,76.89506173,0.15122332,82.53333333,,,,,0.01106536,0.19153675,0.41870824,0.38975501,0.08,116.7479389776684,117.7483928991151,110.4204326023962,"Glen Perkins",8041,450282
"Cody Morris","CLE",20.2,0.36206897,0.13636364,0.25862069,0.36206897,0.37931034,0.44729345,94.71974522,,,0.32193732,88.19469027,0.06837607,79.58333333,0.16239316,81.70175439,,,,,,0.25862069,0.36206897,0.37931034,0,57.31963597146773,120.28168680723623,110.43345642727483,"Cody Morris",25388,663752
"Kyle McClellan","STL",104.2,0.51566952,0.11818182,0.17094017,0.51566952,0.31339031,0.58671096,88.81974742,,,0.14418605,84.64485981,0.16677741,72.13944223,0.10232558,81.51973684,,,,,0.00528751,0.17094017,0.51566952,0.31339031,0.1,113.93557235036509,121.31174976135533,110.4461359806501,"Kyle McClellan",4845,449072
"J.D. Durbin","PHI",48.1,0.5,0.10714286,0.15432099,0.5,0.34567901,0.55471698,90.82251082,0.2490566,83.94059406,,,0.11572327,77.5,0.08050314,83.34782609,,,,,0.0207824,0.15432099,0.5,0.34567901,0.01785714,130.97267574482396,111.84552674562624,110.45254589315134,"J.D. Durbin",7992,429716
"Rick Van Den Hurk","- - -",161.1,0.27310924,0.12554113,0.24159664,0.27310924,0.48529412,0.69754386,91.44444444,0.12842105,83.23888889,,,0.07368421,71.38,0.10035088,82.26353791,,,,,0.05649158,0.24159664,0.27310924,0.48529412,0.08658009,141.2610953707707,123.56077390871106,110.54465270286303,"Rick Van Den Hurk",5099,462995
"Paul Byrd","- - -",403.1,0.36834831,0.10099338,0.21423635,0.36834831,0.41741534,0.5046616,85.667789,0.17506906,79.74765381,0.05680249,85.18543046,0.08062845,74.22345133,0.17334254,79.02310924,0.00949586,80.1509434,,,0.01461839,0.21423635,0.36834831,0.41741534,0.09602649,106.11628823290268,113.9725995663456,110.55266094269412,"Paul Byrd",594,111838
"Mason Miller","OAK",24.1,0.2,0.03225806,0.28333333,0.2,0.51666667,0.5462754,98.46280992,0.22121896,85.97959184,0.19187359,94.22352941,,,0.04063205,90.05555556,,,,,0.00449438,0.28333333,0.2,0.51666667,0.12903226,90.19855125005498,76.12486852291673,110.67918878432654,"Mason Miller",31757,695243
"Kason Gabbard","- - -",137.1,0.59198113,0.11711712,0.14622642,0.59198113,0.26179245,0.51040763,86.46880907,,,,,0.27710321,76.23469388,0.21248916,79.8490991,,,,,0.02160102,0.14622642,0.59198113,0.26179245,0.01801802,102.93002079817416,114.12777841895061,110.73926400810794,"Kason Gabbard",3418,451257
"Jarrod Washburn","- - -",521.1,0.36699941,0.08867667,0.20258368,0.36699941,0.43041691,0.58209488,87.866386,0.10581382,77.67105263,0.1237665,86.48466258,0.06705505,71.18216319,0.12126977,80.43917526,,,,,0.02128154,0.20258368,0.36699941,0.43041691,0.12141883,98.69224252807702,108.16234045418597,110.77243172732499,"Jarrod Washburn",40,132220
"Hyeon-Jong Yang","TEX",15,0.44186047,0.21428571,0.23255814,0.44186047,0.3255814,0.42592593,89.3826087,0.22592593,79.75409836,,,0.04444444,71.33333333,0.3037037,80.7804878,,,,,,0.23255814,0.44186047,0.3255814,0.28571429,149.75548373220963,129.37100059335265,110.77380371689726,"Hyeon-Jong Yang",27513,660365
"Eric Milton","- - -",55,0.27513228,0.06521739,0.23809524,0.27513228,0.48677249,0.584,87.47156398,0.09828571,79.01219512,,,0.13485714,72.75,0.18285714,79.01503759,,,,,0.02669633,0.23809524,0.27513228,0.48677249,0.15217391,104.39298201043796,92.71041273920738,110.78100903621565,"Eric Milton",743,132980
"Brian Matusz","- - -",357.2,0.35273675,0.11627907,0.19895743,0.35273675,0.44830582,0.60957584,90.06290497,0.11086118,82.73958333,,,0.11037918,75.78129713,0.1691838,82.04109589,,,,,0.0079694,0.19895743,0.35273675,0.44830582,0.11046512,132.0173531098743,114.10649535868265,110.79071493482965,"Brian Matusz",2646,451085
"Touki Toussaint","- - -",175.2,0.46781116,0.18243243,0.21459227,0.46781116,0.31759657,0.50175215,93.14930114,0.02134438,86.05970149,,,0.27875119,76.02057143,,,0.19815228,86.67954911,,,0.00127429,0.21459227,0.46781116,0.31759657,0.08783784,126.86331851191154,122.47033357510672,110.79156871824885,"Touki Toussaint",16929,657053
"Shaun Anderson","SFG",82.2,0.43494424,0.15789474,0.28252788,0.43494424,0.28252788,0.58999253,92.33797468,0.28902166,86.0878553,,,0.034354,77.97826087,0.08663181,85.86206897,,,,,0.00671642,0.28252788,0.43494424,0.28252788,0.14473684,125.93016472341037,117.76347364545927,110.79964122347388,"Shaun Anderson",19453,641312
"Lucas Harrell","- - -",390,0.53311793,0.11987382,0.21082391,0.53311793,0.25605816,0.68671024,92.14762107,0.00856935,87.42105263,0.11633987,88.22250316,0.09600581,81.75460123,0.09237473,83.02834646,,,,,0.00361795,0.21082391,0.53311793,0.25605816,0.09148265,118.06804916212856,111.68277823866138,110.7997124820017,"Lucas Harrell",7541,449173
"Jason Vargas","- - -",1509.2,0.38484087,0.10055304,0.19870184,0.38484087,0.41645729,0.5460077,86.8780882,0.01448735,83.36607143,0.03919864,84.06507592,0.1078687,73.58249807,0.2924376,79.81650984,,,,,0.00662361,0.19870184,0.38484087,0.41645729,0.11814982,105.68583871733185,109.00296144147396,110.80801985801207,"Jason Vargas",8044,450306
"Luis Cessa","- - -",160.1,0.43320611,0.16759777,0.22519084,0.43320611,0.34160305,0.45451011,93.96663815,0.34059098,83.72342857,,,0.05093313,80.30534351,0.15396579,86.43181818,,,,,0.000777,0.22519084,0.43320611,0.34160305,0.10055866,124.42824758622645,120.43540795638108,110.82898141241903,"Luis Cessa",13345,570666
"Yohan Pino","- - -",65.2,0.30046948,0.09090909,0.23474178,0.30046948,0.46478873,0.58547794,88.35377358,0.22794118,80.16935484,,,0.06801471,73.08108108,0.11856618,81.89147287,,,,,,0.23474178,0.30046948,0.46478873,0.1010101,139.978821285168,107.60357669680509,110.8777434062388,"Yohan Pino",6955,464416
"Aaron Slegers","- - -",26,0.425,0.16129032,0.1875,0.425,0.3875,0.66145833,90.44094488,0.234375,83.5,,,,,0.10416667,84.475,,,,,,0.1875,0.425,0.3875,0.09677419,118.73726255333553,120.4416985188573,110.97457340813207,"Aaron Slegers",15231,642083
"Trevor Williams","- - -",762.2,0.41561181,0.13800905,0.21139241,0.41561181,0.37299578,0.64482813,90.83094626,0.18235572,82.38451557,,,0.03863135,77.21020408,0.1341848,83.89594356,,,,,0.00299496,0.21139241,0.41561181,0.37299578,0.08823529,107.15575829501852,111.70132100913665,111.00366160036482,"Trevor Williams",16977,592866
"Jayson Aquino","BAL",11.1,0.43243243,0.125,0.13513514,0.43243243,0.43243243,0.45454545,88.6625,0.24431818,85.09302326,,,0.09090909,77,0.21022727,80.78378378,,,,,,0.13513514,0.43243243,0.43243243,0.3125,89.15796652638805,101.55399780101536,111.01059217268079,"Jayson Aquino",13150,593969
"Sal Romano","CIN",218.1,0.47024673,0.14090909,0.21044993,0.47024673,0.31930334,0.64616222,94.58238517,0.02994012,88.44954128,,,0.25122482,86.42779587,0.07267284,88.27340824,,,,,0.00571273,0.21044993,0.47024673,0.31930334,0.11363636,119.84316240696631,111.6173629774549,111.01533806855039,"Sal Romano",13690,607219
"Will Smith","KCR",93.2,0.42222222,0.11711712,0.22539683,0.42222222,0.35238095,0.59581646,90.42057143,0.06410256,80.29473684,,,0.21997301,77.63467492,0.12010796,85.13294798,,,,,0.00403226,0.22539683,0.42222222,0.35238095,0.0990991,132.90507019400974,113.88598025559955,111.04638875646832,"Will Smith",8048,519293
"Sean Newcomb","- - -",302,0.42974239,0.11111111,0.21194379,0.42974239,0.35831382,0.62402609,93.25842044,0.05218337,81.06944444,0.00072477,90,0.16687806,77.44456522,0.15618772,86.24477958,,,,,0.00489219,0.21194379,0.42974239,0.35831382,0.10457516,103.21533992831066,105.4674568821978,111.05741020325769,"Sean Newcomb",16943,656794
"Dean Kremer","BAL",359.2,0.37350506,0.12387387,0.21803128,0.37350506,0.40846366,0.49219788,93.42394604,0.01626826,82.8877551,0.25232404,88.18026316,0.12151394,76.74726776,0.11769588,84.49365303,,,,,0.00132626,0.21803128,0.37350506,0.40846366,0.09234234,106.12456901840748,109.46961233287662,111.16323336896592,"Dean Kremer",19350,665152
"Elieser Hernández","MIA",223.2,0.334375,0.17665615,0.1703125,0.334375,0.4953125,0.54880295,90.88926174,0.33333333,79.33701657,,,,,0.11786372,83.46428571,,,,,0.00315706,0.1703125,0.334375,0.4953125,0.11671924,113.297645236397,132.48631482962728,111.18814906375094,"Elieser Hernandez",16933,622694
"Tyler Thornburg","MIL",57,0.35625,0.08955224,0.225,0.35625,0.41875,0.59761388,91.97636364,,,,,0.24078091,76.52488688,0.16160521,81.91891892,,,,,0.0021645,0.225,0.35625,0.41875,0.08955224,59.683824250267214,98.78209352582145,111.21568918807,"Tyler Thornburg",10688,592804
"Steven Wright","BOS",263,0.44194757,0.10963455,0.18227216,0.44194757,0.37578027,0.14013346,83.27645051,,,,,0.021449,66.3258427,,,,,0.83841754,73.3400683,0.0007148,0.18227216,0.44194757,0.37578027,0.07973422,91.32180196765148,107.06768866752132,111.24458226519138,"Steven Wright",8185,453214
"Cody Anderson","CLE",137,0.42793792,0.12903226,0.22838137,0.42793792,0.34368071,0.57549858,92.91210614,0.09116809,89.03125,0.02136752,90.55555556,0.07787274,80.76829268,0.23409307,84.43089431,,,,,0.0037843,0.22838137,0.42793792,0.34368071,0.12903226,112.11718879381874,113.86137884655537,111.25916367199605,"Cody Anderson",12799,594736
"Josh Collmenter","- - -",454.2,0.34813249,0.09756098,0.21846371,0.34813249,0.43340381,0.68458531,86.28267539,,,,,0.06394862,70.90088106,0.25146607,77.30842164,,,,,0.00375574,0.21846371,0.34813249,0.43340381,0.1203252,99.39020090099379,108.28337433651474,111.27368750485425,"Josh Collmenter",7312,518567
"Daniel Mengden","- - -",266.2,0.38305489,0.12,0.22911695,0.38305489,0.38782816,0.5410355,91.85744147,0.08636672,83.17015707,0.1241239,86.13138686,0.11440199,73.13833992,0.1340719,81.72128378,,,,,0.00022604,0.22911695,0.38305489,0.38782816,0.08615385,116.68509624171014,109.14132258376776,111.27641420324093,"Daniel Mengden",16980,596043
"Christian Friedrich","- - -",226.1,0.43178622,0.1171875,0.20815752,0.43178622,0.36005626,0.57260201,90.36207696,0.1772655,83.04354354,,,0.17011129,76.44929797,0.0800212,83.78666667,,,,,0.0034328,0.20815752,0.43178622,0.36005626,0.12109375,130.7085424904835,107.37041761004463,111.27713643642794,"Christian Friedrich",7942,543184
"Michael Lorenzen","- - -",375.1,0.44365572,0.12793734,0.21650399,0.44365572,0.33984028,0.51520602,94.16301239,0.21909745,84.58775205,0.04888816,90.82943144,0.0470896,80.6875,0.16971877,85.07032755,,,,,0.00536673,0.21650399,0.44365572,0.33984028,0.07310705,107.64534554217812,112.23970934021582,111.28521522476838,"Michael Lorenzen",14843,547179
"Junior Guerra","- - -",321.2,0.41495125,0.12893983,0.20693391,0.41495125,0.37811484,0.6595057,92.88860029,0.1460076,82.51108214,,,0.0013308,79.71428571,,,0.19315589,85.33004926,,,0.00038008,0.20693391,0.41495125,0.37811484,0.11747851,94.99407466659086,110.3495892449143,111.50003041362807,"Junior Guerra",5702,448855
"Edgar Gonzalez","- - -",141,0.43191489,0.11229947,0.17021277,0.43191489,0.39787234,0.60520607,89.36807818,0.16746204,79.91150442,0.01822126,84.33333333,0.09197397,73.94472362,0.11713666,77.97510373,,,,,0.01407249,0.17021277,0.43191489,0.39787234,0.05882353,118.30864153484697,114.12016502302569,111.54062564258274,"Edgar Gonzalez",1727,429440
"Tyler Chatwood","- - -",755.1,0.53809107,0.12864494,0.20665499,0.53809107,0.25525394,0.68625128,93.2481836,0.02827134,84.88268156,0.12959014,88.49969494,0.10676775,78.40267459,0.04911948,84.44766506,,,,,0.00409255,0.20665499,0.53809107,0.25525394,0.06346484,99.44846604975075,110.33645176567492,111.55672250743403,"Tyler Chatwood",4338,543022
"Brett Oberholtzer","- - -",250.1,0.38768116,0.0652819,0.20531401,0.38768116,0.40700483,0.56727637,89.55265487,,,0.02455525,82.53684211,0.17088449,79.13489736,0.23728389,80.65853659,,,,,0.00050088,0.20531401,0.38768116,0.40700483,0.08902077,104.63867354724457,95.90307216833575,111.58515815365384,"Brett Oberholtzer",3855,519085
"Josh James","HOU",22.1,0.44,0.18181818,0.12,0.44,0.44,0.62254902,96.41338583,0.17647059,85.48611111,,,0.02696078,81.54545455,0.17401961,88.4084507,,,,,,0.12,0.44,0.44,0.18181818,103.4332299346687,127.5608685943861,111.61610320983418,"Josh James",16794,657624
"J.P. France","HOU",133,0.43095238,0.12101911,0.1952381,0.43095238,0.37380952,0.43058161,93.09259259,0.08864916,80.2010582,0.18574109,86.89141414,0.14118199,76.089701,0.15384615,81.81707317,,,,,0.00187266,0.1952381,0.43095238,0.37380952,0.07006369,92.38757362171162,111.0698198283857,111.6209539717939,"J.P. France",21212,641585
"Trent Thornton","- - -",152.1,0.31397849,0.13903743,0.28387097,0.31397849,0.40215054,0.46482412,92.86100386,0.15541996,80.68591224,0.16762383,88.13704497,0.12706389,79.54519774,0.0850682,83.37130802,,,,,0.00071736,0.28387097,0.31397849,0.40215054,0.10695187,112.35326462332443,106.44244296940384,111.65510056444975,"Trent Thornton",17948,663423
"Jo-Jo Reyes","- - -",317.1,0.44622642,0.13262599,0.19811321,0.44622642,0.35566038,0.68130175,90.29553957,0.12208743,82.33766234,,,0.05488157,73.99261993,0.14172925,82.80446927,,,,,0.0302521,0.19811321,0.44622642,0.35566038,0.08753316,137.62849153463753,123.57622147570221,111.66905112339741,"Jo-Jo Reyes",5559,457456
"Tom Glavine","- - -",263.2,0.43003413,0.1086262,0.21387941,0.43003413,0.35608646,0.51189387,83.26620485,0.0194419,78.12345679,0.0016011,80.71428571,0.02150046,69.47368421,0.44556267,76.64461883,,,,,0.01397971,0.21387941,0.43003413,0.35608646,0.06389776,109.64231591375665,116.97616444994256,111.67112817943355,"Tom Glavine",90,114849
"Cole Irvin","- - -",435,0.37472924,0.10830325,0.22527076,0.37472924,0.4,0.57627119,90.72486631,0.11540832,81.75166889,0.02989214,86.25257732,0.07550077,76.3,0.20292758,83.77600607,,,,,0.00200277,0.22527076,0.37472924,0.4,0.07942238,107.0717817976033,107.29815520337293,111.67396529144905,"Cole Irvin",19244,608344
"Jordan Lyles","- - -",1338,0.43269908,0.13935484,0.20319474,0.43269908,0.36410618,0.53415955,91.84967541,0.15301329,83.54878406,0.04890162,86.26565465,0.17484676,80.02327988,0.08907879,84.28196059,,,,,0.00223284,0.20319474,0.43269908,0.36410618,0.09612903,125.67414069266714,116.18184726022236,111.68643283213933,"Jordan Lyles",7593,543475
"Bruce Zimmermann","BAL",128.1,0.38407494,0.2,0.2295082,0.38407494,0.38641686,0.41428571,91.07701149,0.18238095,85.5026178,,,0.13285714,81.48201439,0.27047619,84.54577465,,,,,0.00047596,0.2295082,0.38407494,0.38641686,0.08484848,144.2994440206238,140.18486983709295,111.69002608075978,"Bruce Zimmermann",20370,669145
"Sean Gallagher","- - -",118.2,0.35230352,0.08333333,0.22493225,0.35230352,0.42276423,0.62314126,91.77979479,0.17797398,83.39106145,,,0.13104089,74.01811594,0.06784387,81.12142857,,,,,0.0222424,0.22493225,0.35230352,0.42276423,0.05128205,129.6097457669904,105.19909687856179,111.76076844279139,"Sean Gallagher",8261,451595
"Shelby Miller","- - -",735,0.4215103,0.09650181,0.19908467,0.4215103,0.37940503,0.6837635,93.70474921,0.00024738,81.33333333,0.12385586,87.82675585,0.1560155,78.44526705,0.03578791,85.75981524,0.00032984,85,,,0.00541516,0.19908467,0.4215103,0.37940503,0.10012063,102.44454501088977,107.20355427877233,111.77446612347381,"Shelby Miller",10197,571946
"Dana Eveland","- - -",299.2,0.51207243,0.07117438,0.20523139,0.51207243,0.28269618,0.53474628,89.4061257,0.2103118,82.5610998,0.04463012,87.88372093,0.08885266,77.86683417,0.12145914,82.57243816,,,,,0.01365736,0.20523139,0.51207243,0.28269618,0.06405694,124.01701147329987,104.62209369807955,111.7964920687657,"Dana Eveland",5508,445968
"Josh Lindblom","- - -",75,0.29257642,0.11340206,0.28384279,0.29257642,0.42358079,0.41369048,90.09205776,0.20238095,80.02941176,0.11235119,85.64900662,0.10863095,70.30821918,0.10491071,83.4822695,0.05803571,83.38461538,,,0.00074349,0.28384279,0.29257642,0.42358079,0.1443299,130.0414654657868,106.3297422496974,111.80368798503875,"Josh Lindblom",7882,458676
"Chris Tillman","BAL",1137.1,0.39943182,0.11915205,0.21193182,0.39943182,0.38863636,0.60527925,91.21264368,0.00850999,82.70658683,0.08983897,85.5002862,0.15771504,75.9214472,0.13865675,82.37536873,,,,,0.00193266,0.21193182,0.39943182,0.38863636,0.0994152,109.34703427160117,111.07563506853064,111.81352195301021,"Chris Tillman",5279,501957
"Jose Alvarez","- - -",31.2,0.45454545,0.2,0.24242424,0.45454545,0.3030303,0.52090592,89.44966443,0.17247387,82.18181818,,,0.03832753,73.68181818,0.26829268,77.08441558,,,,,0.00696864,0.24242424,0.45454545,0.3030303,0.03333333,126.49913276941508,140.37151329894954,111.8221336031933,"Jose Alvarez",5358,501625
"John Means","BAL",363,0.33271375,0.12884615,0.18401487,0.33271375,0.48327138,0.49297659,92.45284939,0.11655518,84.86083214,,,0.11254181,77.91071429,0.27792642,82.3820698,,,,,,0.18401487,0.33271375,0.48327138,0.14230769,82.24019629337832,100.23970108860489,111.82687026679079,"John Means",16269,607644
"Chad Jenkins","TOR",28.2,0.43478261,0.11538462,0.2826087,0.43478261,0.2826087,0.71753986,89.71111111,0.1047836,83.58695652,,,,,0.17767654,81.65384615,,,,,0.01789709,0.2826087,0.43478261,0.2826087,0,91.0921846592485,111.5391967765168,111.84312964333255,"Chad Jenkins",10326,554432
"Eric Stults","- - -",629.1,0.40591133,0.09290323,0.21231527,0.40591133,0.3817734,0.51375236,87.64535919,0.14397776,79.74171271,0.00556052,84.11111111,0.10108232,68.54609218,0.23562705,78.69784483,,,,,0.00424817,0.21231527,0.40591133,0.3817734,0.09419355,113.1809718251743,110.14783653741118,111.86306740045039,"Eric Stults",8011,445590
"Ariel Jurado","- - -",138,0.46777547,0.16438356,0.22869023,0.46777547,0.3035343,0.64971995,92.06830239,0.15165877,85.00569801,,,0.07970702,79.64864865,0.11891426,85.13405797,,,,,0.0017234,0.22869023,0.46777547,0.3035343,0.13013699,133.474063121318,113.24431466950877,111.9639788987383,"Ariel Jurado",17030,642558
"Chase Anderson","- - -",1006.1,0.37912275,0.13468013,0.21693302,0.37912275,0.40394424,0.53169782,92.0939202,0.00890488,81.33774834,0.10007666,89.05493207,0.13994221,77.21114865,0.21937843,82.3125,,,,,0.00117834,0.21693302,0.37912275,0.40394424,0.1026936,100.70153629834427,113.32963853831944,111.99386179629252,"Chase Anderson",6895,502624
"Matt Waldron","SDP",25.2,0.37662338,0.16666667,0.15584416,0.37662338,0.46753247,0.42388759,91.54696133,0.1498829,80,0.13583138,86.72413793,,,,,,,0.29039813,76.41129032,,0.15584416,0.37662338,0.46753247,0.19444444,118.67956098954149,130.21662742318895,112.00698426540431,"Matt Waldron",25550,663362
"Jake Esch","MIA",13,0.5,0.36363636,0.23809524,0.5,0.26190476,0.57619048,89.95867769,0.30952381,83.92307692,,,0.09047619,78.84210526,0.02380952,82.4,,,,,0.01869159,0.23809524,0.5,0.26190476,0,140.2060428610971,178.6794613180691,112.00853999823738,"Jake Esch",12756,605222
"Shawn Estes","SDP",42,0.54362416,0.16216216,0.20805369,0.54362416,0.24832215,0.73076923,88.74059406,,,,,0.0997151,72.81818182,0.16951567,82.52991453,,,,,0.00566572,0.20805369,0.54362416,0.24832215,0.02702703,125.24995768686115,132.6566246636244,112.09032460980754,"Shawn Estes",873,113915
"José Butto","NYM",31,0.45652174,0.09090909,0.18478261,0.45652174,0.35869565,0.53789279,93.93127148,0.15711645,85.6,,,0.06839187,80.13513514,0.23659889,85.3671875,,,,,,0.18478261,0.45652174,0.35869565,0.18181818,101.33762973154168,104.00769581141019,112.10987065047922,"Jose Butto",23313,676130
"Blake Treinen","WSN",36,0.62809917,0.03846154,0.15702479,0.62809917,0.21487603,0.77603143,94.53571429,0.13359528,83.58208955,,,,,0.09037328,85.34782609,,,,,0.00779727,0.15702479,0.62809917,0.21487603,0.03846154,81.56048218919624,98.46908742375314,112.11327768330541,"Blake Treinen",12572,595014
"Javier Assad","CHC",90.1,0.42490842,0.12745098,0.2014652,0.42490842,0.37362637,0.51319261,92.60411311,0.11411609,80.44508671,0.26846966,88.58722359,0.05343008,75.95061728,0.05079156,85.35064935,,,,,0.00131839,0.2014652,0.42490842,0.37362637,0.16666667,71.09440084159013,115.03718817040607,112.12464341207411,"Javier Assad",21741,665871
"A.J. Griffin","- - -",473.1,0.31526391,0.13450292,0.19686163,0.31526391,0.48787447,0.56212943,88.5381499,0.1169421,82.38569881,0.00920903,83.54929577,0.19099281,67.33752482,0.12072663,80.63731656,,,,,0.00113407,0.19686163,0.31526391,0.48787447,0.14912281,100.62131884913258,118.85420648872451,112.17782008610978,"A.J. Griffin",11132,456167
"Jeanmar Gómez","- - -",235,0.49261084,0.12648221,0.19581281,0.49261084,0.31157635,0.61673307,90.32370954,0.18273572,83.87067669,0.04462151,87.27710843,0.00318725,76.75,0.15272244,82.46478873,,,,,0.01362326,0.19581281,0.49261084,0.31157635,0.07114625,125.42210113442654,121.49081119295874,112.21139848910599,"Jeanmar Gomez",9033,491646
"Jeremy Guthrie","- - -",1684.1,0.40624439,0.1086758,0.20078952,0.40624439,0.39296609,0.60698056,92.44530999,0.19179766,84.35121457,,,0.07792595,74.63384463,0.12329584,84.67713841,,,,,0.00885707,0.20078952,0.40624439,0.39296609,0.09680365,102.47872226397332,113.05272684455761,112.22938701062851,"Jeremy Guthrie",2072,425386
"Reiver Sanmartin","CIN",23,0.44047619,0.16666667,0.27380952,0.44047619,0.28571429,0.48604651,89.32535885,0.20697674,80.6741573,,,,,0.30697674,83.85606061,,,,,,0.27380952,0.44047619,0.28571429,0.04166667,246.3901667058415,120.60139703725766,112.27040554568677,"Reiver Sanmartin",19754,665665
"Vidal Nuño","- - -",229,0.39428571,0.12374582,0.17857143,0.39428571,0.42714286,0.44680851,88.83272947,0.27363318,82.71625616,0.01292755,85.875,0.14058713,76.89807692,0.12604363,82.00641026,,,,,0.00214996,0.17857143,0.39428571,0.42714286,0.09698997,114.024530528432,120.9277036555925,112.34256102640059,"Vidal Nuno",9674,573064
"Bryan Augenstein","ARI",11.1,0.6,0.11111111,0.175,0.6,0.225,0.58959538,87.21568627,0.31213873,76.90566038,,,,,0.0982659,79,,,,,0.02259887,0.175,0.6,0.225,0,179.7856480840654,112.85214251010002,112.3656323719312,"Bryan Augenstein",936,446248
"Runelvys Hernandez","HOU",19.1,0.4084507,0.17391304,0.26760563,0.4084507,0.32394366,0.61931818,92.05555556,0.24715909,84.77011494,,,0.05397727,80.68421053,0.07954545,82.46428571,,,,,0.01123596,0.26760563,0.4084507,0.32394366,0.13043478,199.16387923601008,137.44486652946395,112.43297361783671,"Runelvys Hernandez",1528,424465
"Nick Tropeano","- - -",207.2,0.36120401,0.1245283,0.19565217,0.36120401,0.44314381,0.50644884,90.70641681,,,,,0.23932359,79.85540705,0.17254228,82.04180602,0.0816853,81.74736842,,,0.00485992,0.19565217,0.36120401,0.44314381,0.09433962,106.76814308300304,112.7280945581222,112.43468625586573,"Nick Tropeano",12385,607374
